rxn_smiles,barrier
[CH3:1][CH:3]([CH3:2])[C@H:4]1[O:5][C@H:6]1[CH3:7]>>[CH4:1].[CH3:2][C:3][C@H:4]1[O:5][C@H:6]1[CH3:7],90.38931
[CH3:1][C@H:2]1[C@@H:3]([CH:5]([CH3:6])[CH3:7])[O:4]1>>[CH2:1]=[CH:2][C@H:3]([OH:4])[CH:5]([CH3:6])[CH3:7],57.84406
[CH3:1]/[N:2]=[C:3]1/[C@H:4]2[C@H:5]([CH2:6]2)[O:7]1>>[CH3:1]/[N:2]=[C:3]1/[C:4][C@H:5]([CH3:6])[O:7]1,63.07896
[CH3:1]/[N:7]=[C:6]1\[O:2][C@H:3]2[CH2:4][C@H:5]21>>[CH3:1][O:2][C@H:3]1[CH2:4][C@H:5]1[C:6]#[N:7],89.84085999999998
[CH3:1]/[N:2]=[C:3]1/[C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH3:1]/[N:2]=[CH:3]/[CH:4]=[CH:5]\[CH:6]=[O:7],104.99964
[CH3:1]/[N:2]=[C:3]1\[O:4][C@H:5]2[CH2:6][C@@H:7]12>>[CH3:1][NH:2][C:3]1=[O+:4][C-:5]2[CH2:6][C@@H:7]12,93.93631
[CH3:1]/[N:2]=[C:3]1/[C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH3:1][NH:2][C:3]1=[C:4]2[CH2:5][C@@H:6]2[O:7]1,80.49665999999998
[CH2:1]1[C@@H:2]2[C@H:3]1[O:4]/[C:5]2=[N:6]\[CH3:7]>>[CH:1][C@@H:2]1[CH2:3][O:4]/[C:5]1=[N:6]\[CH3:7],67.87169
[CH3:1]/[N:2]=[C:3]1\[O:4][C@@H:5]2[C@H:6]1[CH2:7]2>>[CH3:1]/[N:2]=[C:3]1\[O+:4]=[C-:5][C@H:6]1[CH3:7],51.833
[CH3:1]/[N:2]=[C:3]1\[O:4][C@H:5]2[CH2:6][C@@H:7]12>>[CH2-:1][NH:2][C:3]1=[O+:4][C@H:5]2[CH2:6][C@@H:7]12,79.73428
[CH2:1]1[C@H:2]2[C@@H:3]1/[C:4](=[N:5]/[CH3:6])[O:7]2>>[CH:1][C@H:2]1[CH2:3]/[C:4](=[N:5]/[CH3:6])[O:7]1,61.66193000000001
[CH3:1]/[N:2]=[C:3]1\[O:4][C@H:5]2[CH2:6][C@@H:7]12>>[CH2:1]=[N:2][C:3]1=[O+:4][CH-:5][CH2:6][CH2:7]1,61.75249
[CH3:1]/[N:2]=[C:3]1/[C@@H:4]2[CH2:5][C@@H:6]2[O:7]1>>[CH2:1]=[N:2][C:3]1=[C:4]2[CH2:5][C@@H:6]2[O:7]1.[H:8][H:9],92.72936
[CH2:1]([CH2:2][CH3:3])[CH2:4][CH2:5][O:6][CH3:7]>>[CH2:1]=[CH:2][CH3:3].[CH2:4]=[CH:5][O:6][CH3:7].[H:8][H:9],91.59167
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][CH3:7]>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][O:6][CH3:7].[H:8][H:9],107.57326
[CH2:1]([CH2:2][CH2:3][CH2:4][CH3:5])[O:7][CH3:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:4][CH2:5]1.[CH3:6][OH:7],95.01729
[CH2:1]([CH3:2])[CH2:7][CH2:6][CH2:5][O:4][CH3:3]>>[CH3:1][CH3:2].[CH3:3][O:4][CH:5]1[CH2:6][CH2:7]1,105.45526
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][O:7][CH3:6]>>[CH3:1][CH2:2][CH:3]1[CH2:4][CH2:5]1.[CH3:6][OH:7],95.32685
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:7][O:6][CH3:5]>>[CH4:1].[CH2:2]=[CH:3][CH2:4][CH2:5][O:6][CH3:7],113.13616
[CH3:1][O:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7]>>[CH2-:1][O+:2]=[CH:3][CH2:4][CH2:5][CH2:6][CH3:7].[H:8][H:9],78.43961999999998
[CH2:1]([CH2:2][CH2:3][CH2:4][CH3:5])[O:7][CH3:6]>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH3:5].[CH3:6][OH:7],67.32959
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5]1.[CH:6][OH:7],141.9353
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C:2]1=[C:3]=[CH:4][CH2:5][C@H:6]1[OH:7].[H:8][H:9],102.65458
[CH2:1]1[C@@H:2]([OH:3])[C:4]([CH3:5])=[CH:6][CH2:7]1>>[CH:1][C@@H:2]([OH:3])/[C:4]([CH3:5])=[CH:6]\[CH3:7],99.3891
[CH2:1]1[CH:2]=[C:3]([CH3:4])[C@H:6]([OH:7])[CH2:5]1>>[CH2:1]=[CH:2][C@@:3]1([CH3:4])[CH2:5][C@H:6]1[OH:7],73.12208000000003
[CH2:1]1[CH2:2][CH:3]=[C:4]([CH3:5])[C@@H:6]1[OH:7]>>[CH3:1][CH2:2]/[CH:3]=[C:4](/[CH3:5])[CH:6]=[O:7],81.46376
[CH3:1][C:4]1=[CH:5][CH2:6][CH2:7][C@H:3]1[OH:2]>>[CH4:1].[O:2]=[CH:3][C:4]1=[CH:5][CH2:6][CH2:7]1,112.76443
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH2:1]=[C:2]1[C@H:3]2[CH2:4][C@H:5]2[C@H:6]1[OH:7].[H:8][H:9],113.79487
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]=[CH:6]1.[OH2:7],62.04919
[CH3:1][C:2]1=[CH:5][CH2:6][CH2:7][C@H:3]1[OH:4]>>[CH3:1]/[C:2](=[CH:3]\[OH:4])[CH:5]1[CH2:6][CH2:7]1,78.12875
[CH3:1][C:2]1=[CH:7][CH2:6][CH2:5][C@H:3]1[OH:4]>>[CH3:1][C:2]1=[C:3]([OH:4])[CH2:5][CH:6]=[CH:7]1.[H:8][H:9],58.17076
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1]/[CH:2]=[CH:3]\[CH2:4][CH2:5][CH:6]=[O:7],66.16805
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C@H:2]1[CH:3]=[CH:4][CH2:5][C@H:6]1[OH:7],80.75649
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C@:2]12[CH:3]=[CH:4][CH2:5][C@H:6]1[O:7]2.[H:8][H:9],85.42701
[CH3:1][C:2]1=[CH:7][CH2:6][CH2:5][C@H:3]1[OH:4]>>[CH3:1][C:2]1=[C:3]([OH:4])[CH2:5][CH2:6][CH2:7]1,78.16871
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C@H:2]1[C:3][CH2:4][CH2:5][C@H:6]1[OH:7],71.06725
[OH:1][C@H:2]1[C:3]([CH3:7])=[CH:4][CH2:5][CH2:6]1>>[OH:1][C@H:2]1[CH:3]=[CH:4][CH2:5][CH2:6]1.[CH2:7],107.79326
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH2:1]=[C:2]1[CH:3]=[CH:4][CH2:5][C@H:6]1[OH:7].[H:8][H:9],84.86796
[CH3:1][C:2]1=[CH:3][CH2:4][CH2:5][C@H:6]1[OH:7]>>[CH3:1][C+:2]1[CH:3]=[C-:4][CH2:5][C@H:6]1[OH:7].[H:8][H:9],93.45444
[CH2:1]1[CH2:2][CH:3]=[C:4]([CH3:5])[C@@H:6]1[OH:7]>>[CH3:1][CH2:2]/[CH:3]=[C:4](/[CH3:5])[C:6][OH:7],77.55136999999998
[H]/[N:5]=[C:4]1/[CH:3]=[C:2]([CH3:1])[CH2:6][O:7]1>>[CH3:1][C@@:2]1([CH:3]=[C:4]=[NH:5])[CH2:6][O:7]1,77.73753
[H:1]/[N:2]=[C:3]1\[O:4][CH2:5][C:6]([CH3:8])=[CH:7]1>>[H:1]/[N:2]=[CH:3]\[O:4][CH2:5][C:6](=[C:7])[CH3:8],94.82617
[H]/[N:7]=[C:6]1/[CH:1]=[C:2]([CH3:3])[CH2:4][O:5]1>>[CH:1]#[C:2][CH3:3].[CH2:4]=[O:5].[C:6]=[NH:7],112.00231
[H]/[N:5]=[C:4]1/[CH:3]=[C:2]([CH3:1])[CH2:6][O:7]1>>[CH3:1]/[C:2](=[CH:3]/[C:4]#[N:5])[CH2:6][OH:7],65.49816
[H]/[N:5]=[C:6]1/[CH:1]=[C:2]([CH3:4])[CH2:3][O:7]1>>[CH:1]#[C:2][CH2:3][CH3:4].[NH:5]=[C:6]=[O:7],104.46204
[H]/[N:5]=[C:4]1/[CH:3]=[C:2]([CH3:1])[CH2:6][O:7]1>>[CH3:1][C:2]([CH:3]=[C:4]=[NH:5])=[CH:6][OH:7],77.76923000000002
[H]/[N:6]=[C:5]1\[O:4][CH2:3][C:2]([CH3:1])=[CH:7]1>>[CH3:1][c:2]1[cH:3][o:4][c:5]([NH2:6])[cH:7]1,90.37094
[H:1]/[N:2]=[C:3]1/[CH:4]=[C:5]([CH3:7])[CH2:6][O:8]1>>[H:1]/[N:2]=[C:3]1/[CH:4]=[C:5]([CH2:6][CH3:7])[O:8]1,104.46312
[H]/[N:5]=[C:4]1/[CH:3]=[C:2]([CH3:1])[CH2:7][O:6]1>>[CH2:1]=[C:2]1[CH:3]=[C:4]([NH2:5])[O:6][CH2:7]1,97.25788
[H:1]/[N:2]=[C:3]1/[CH:4]=[C:5]([CH3:6])[CH2:7][O:8]1>>[H:1]/[N:2]=[C:3]1/[CH2:4][C:5]([CH3:6])=[CH:7][O:8]1,67.91913000000001
[H]/[N:5]=[C:6]1/[CH:3]=[C:2]([CH3:1])[CH2:4][O:7]1>>[CH3:1][C:2]1=[CH:3][CH2:4]1.[NH:5]=[C:6]=[O:7],76.84103
[H:1]/[N:2]=[C:3]1\[O:4][CH2:5][C:6]([CH3:8])=[CH:7]1>>[H:1]/[N:2]=[C:3]1\[O:4][CH2:5][C:6][C@@H:7]1[CH3:8],82.988
[H]/[N:5]=[C:4]1/[CH:3]=[C:2]([CH3:1])[CH2:7][O:6]1>>[CH3:1][C:2]1=[C:3]=[C:4]([NH2:5])[O:6][CH2:7]1,71.89253000000002
[H]/[N:7]=[C:6]1\[O:4][CH2:3][C:2]([CH3:1])=[CH:5]1>>[CH3:1][C@H:2]([CH:3]=[O:4])[CH:5]=[C:6]=[NH:7],62.26722
[cH:1]1[n:2][cH:7][n:6][n:4]1[CH:3]=[O:5]>>[CH:1]#[N+:2][CH:3]=[N+:4]([O-:5])[N:6]=[CH-:7],183.69843
[CH:1](=[O:2])[n:7]1[cH:3][n:4][cH:6][n:5]1>>[C-:1]#[O+:2].[cH:3]1[n:4][n:5][cH:6][nH:7]1,57.00729000000001
[cH:1]1[n:2][cH:3][n:4][n:5]1[CH:6]=[O:7]>>[CH:1]#[N+:2][CH:3]=[N:4][N-:5][CH:6]=[O:7],94.2606
[n:1]1[cH:2][n:3][cH:4][n:5]1[CH:6]=[O:7]>>[NH:1]=[C:2]=[N:3][CH:4]=[N:5][CH:6]=[O:7],81.42633000000002
[O:1]=[CH:2][n:7]1[n:3][cH:4][n:6][cH:5]1>>[O:1]1[C@@H:2]2[N:3]3[C@@H:4]4[C@H:5]1[N:6]4[N:7]23,131.41104
[n:1]1[n:2]([CH:3]=[O:4])[cH:5][n:7][cH:6]1>>[N-:1]=[N+:2]([CH:3]=[O:4])[C@H:5]1[CH:6]=[N:7]1,133.24624
[O:1]=[CH:2][n:3]1[cH:4][n:5][cH:6][n:7]1>>[O:1]=[CH:2][N:3]1[C@@H:4]2[N:5]=[CH:6][N:7]12,99.10675
[CH:1](=[O:2])[n:6]1[cH:5][n:4][cH:3][n:7]1>>[C-:1]#[O+:2].[cH:3]1[n:4][cH:5][nH:6][n:7]1,43.55999
[cH:1]1[n:2][cH:3][n:4][n:5]1[CH:6]=[O:7]>>[CH:1]#[N:2].[CH:3]#[N+:4][N-:5][CH:6]=[O:7],77.81491
[O:1]=[CH:2][n:7]1[cH:3][n:4][cH:5][n:6]1>>[O:1]=[CH:2][C@H:3]1[N:4]=[CH:5][N:6]=[N:7]1,47.67977
[cH:1]1[n:2][cH:3][n:4][n:7]1[CH:6]=[O:5]>>[CH:1]1=[N:2][CH:3]=[N:4][O:5][CH:6]=[N:7]1,98.98132
[CH3:1][c:2]1[n:3][nH:4][c:5](=[O:6])[nH:7]1>>[CH3:1][c:2]1[nH:3][n:4][c:5]([O-:6])[nH+:7]1,59.35576999999999
[CH3:1][c:2]1[n:3][nH:4][c:5](=[O:6])[nH:7]1>>[CH3:1][c:2]1[n:3][nH:4][c:5]([OH:6])[n:7]1,49.97477
[c:1]1(=[O:2])[nH:4][n:8][c:6]([CH3:7])[nH:5]1>>[C-:1]#[O+:2].[H:3]/[N:4]=[N:5]/[C:6]([CH3:7])=[N:8]/[H:9],74.89901
[nH:2]1[n:3][c:4]([CH3:5])[nH:6][c:7]1=[O:8]>>[H:1]/[N:2]=[N:3]/[C:4]([CH3:5])=[N:6]\[CH:7]=[O:8],80.60013000000002
[CH3:1][c:3]1[n:2][nH:5][c:6](=[O:7])[nH:4]1>>[CH3:1][N:2]=[C:3]=[NH:4].[NH:5]=[C:6]=[O:7],88.13611
[CH3:1][c:2]1[n:3][nH:4][c:5](=[O:6])[nH:7]1>>[CH3:1][c:2]1[n:3][n:4][c:5]([OH:6])[nH:7]1,55.75187
[n:2]1[c:3]([CH3:4])[nH:5][c:7](=[O:8])[nH:6]1>>[H:1]/[N:2]=[C:3]([CH3:4])/[N:5]=[N:6]\[CH:7]=[O:8],76.63886
[nH:2]1[n:3][c:4]([CH3:5])[nH:6][c:7]1=[O:8]>>[H:1]/[N:2]=[N:3]/[C:4](=[CH2:5])[NH:6][CH:7]=[O:8],116.2288
[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]1[CH2:6][CH2:7]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[C:5]1=[CH:6][CH2:7]1.[H:8][H:9],120.08748
[CH3:1][C:2]([CH3:3])([CH3:4])[CH:6]1[CH2:5][CH2:7]1>>[CH2:1]=[C:2]([CH3:3])[CH3:4].[CH2:5]=[CH:6][CH3:7],76.41835999999998
[CH3:1][C:4]([CH3:2])([CH3:3])[CH:5]1[CH2:6][CH2:7]1>>[CH3:1][CH3:2].[CH3:3][C:4][CH:5]1[CH2:6][CH2:7]1,140.10166999999998
[CH2:1]1[CH2:2][CH:3]1[C:5]([CH3:4])([CH3:6])[CH3:7]>>[CH3:1][CH2:2][C@H:3]1[CH2:4][C:5]1([CH3:6])[CH3:7],113.40146
[CH2:1]1[CH2:2][CH:3]1[C:4]([CH3:5])([CH3:6])[CH3:7]>>[CH3:1][CH2:2][C:3][C:4]([CH3:5])([CH3:6])[CH3:7],67.67831
[CH3:1][C:3]([CH3:2])([CH3:4])[CH:5]1[CH2:6][CH2:7]1>>[CH4:1].[CH3:2][C:3]([CH3:4])=[C:5]1[CH2:6][CH2:7]1,119.131
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH3:1][C@@H:2]1[CH:3]=[N:4][C:5](=[O:6])[CH2:7]1,76.68002
[CH:1]1=[C:2]([CH3:3])[CH2:4][C:6](=[O:7])[NH:5]1>>[CH2:1]=[C:2]([CH3:3])[C@@H:4]1[NH:5][C:6]1=[O:7],87.38131
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH3:1][C@@H:2]1[CH:3]=[NH+:4][C:5]([O-:6])=[CH:7]1,51.60224
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH3:1][c:2]1[cH:3][nH:4][c:5]([OH:6])[cH:7]1,68.28843
[CH3:1][C:5]1=[CH:6][NH:7][C:3](=[O:2])[CH2:4]1>>[CH4:1].[O:2]=[C:3]1[CH:4]=[C:5]=[CH:6][NH:7]1,107.62701
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH3:1][C:2]1=[C-:3][NH:4][C+:5]([OH:6])[CH2:7]1,124.30615
[NH:2]1[CH:3]=[C:4]([CH3:5])[CH2:6][C:7]1=[O:8]>>[H:1]/[N:2]=[CH:3]/[C:4]([CH3:5])=[CH:6]\[CH:7]=[O:8],56.26141
[NH:2]1[CH:3]=[C:4]([CH3:5])[CH2:6][C:7]1=[O:8]>>[H:1]/[N:2]=[CH:3]/[C@@:4]1([CH3:5])[CH2:6][C:7]1=[O:8],69.72995999999999
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH2:1]=[C:2]1[C-:3]=[NH+:4][C:5](=[O:6])[CH2:7]1.[H:8][H:9],106.6854
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH2:1]=[C:2]1[CH2:3][NH:4][C:5](=[O:6])[CH2:7]1,79.34999
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH3:1][C@@H:2]1[C-:3]=[NH+:4][C:5](=[O:6])[CH2:7]1,58.53481
[CH3:1][C:2]1=[CH:7][NH:6][C:4](=[O:5])[CH2:3]1>>[CH3:1][C:2]1=[CH:3][C:4](=[O:5])[N:6]=[CH:7]1.[H:8][H:9],82.62463000000002
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH2:1]=[C:2]1[CH:3]=[N:4][C:5](=[O:6])[CH2:7]1.[H:8][H:9],104.5156
[CH3:1][C:2]1=[CH:3][NH:4][C:5](=[O:6])[CH2:7]1>>[CH3:1][C:2]1=[CH:3][N:4]=[C:5]([OH:6])[CH2:7]1,49.81708
[C:1]1(=[O:2])[NH:4][CH:5]=[C:6]([CH3:7])[CH2:8]1>>[C-:1]#[O+:2].[H:3]/[N:4]=[CH:5]/[C:6](=[CH2:7])[CH3:8],59.06652
[NH:2]1[C:3](=[O:8])[CH2:4][C:5]([CH3:6])=[CH:7]1>>[H:1]/[N:2]=[C:3]1/[CH2:4][C:5]([CH3:6])=[CH:7][O:8]1,115.30915
[CH3:1][C:2]1=[CH:3][NH:6][C:4](=[O:7])[CH2:5]1>>[CH3:1][C:2]1=[CH:3][C@:4]2([CH2:5]1)[NH:6][O:7]2,119.40529
[CH3:1][C:2]1([CH3:6])[CH2:3][C:4](=[O:5])[O:7]1>>[CH3:1][C@:2]1([CH2:3][CH:4]=[O:5])[CH2:6][O:7]1,104.57987
[CH3:1][C:2]1([CH3:3])[CH2:4][C:5](=[O:6])[O:7]1>>[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([OH:6])[O:7]1,87.27026
[CH2:1]1[C:2](=[O:3])[O:4][C:5]1([CH3:6])[CH3:7]>>[CH+:1]=[C:2]([O-:3])[O:4][CH:5]([CH3:6])[CH3:7],83.87879000000002
[CH3:1][C:2]1([CH3:3])[CH2:4][C:6](=[O:7])[O:5]1>>[CH3:1][C:2]1([CH3:3])[CH2:4][O:5]1.[C-:6]#[O+:7],89.35771
[CH3:1][C:2]1([CH3:7])[CH2:3][C:4](=[O:5])[O:6]1>>[CH3:1][C:2][CH2:3][C:4](=[O:5])[O:6][CH3:7],124.05063
[CH2:1]1[C:2](=[O:3])[O:7][C:5]1([CH3:4])[CH3:6]>>[CH2:1]=[C:2]=[O:3].[CH3:4][C:5]([CH3:6])=[O:7],52.07164
[CH3:1][C:2]1([CH3:3])[O:4][C:6](=[O:7])[CH2:5]1>>[CH3:1][C:2]([CH3:3])([OH:4])[CH:5]=[C:6]=[O:7],79.21242
[CH3:1][C:3]1([CH3:4])[CH2:2][C:6](=[O:7])[O:5]1>>[CH3:1][CH2:2][C:3]([CH3:4])=[O:5].[C-:6]#[O+:7],86.89635
[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C@H:7]1[OH:6]>>[CH3:1][C@H:2]1[CH2:3][CH2:4][C@H:5]2[O:6][C@@H:7]12,68.07454
[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][C@@H:6]1[CH3:7]>>[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][CH2:6]1.[CH2:7],104.93722
[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C@H:6]1[OH:7]>>[CH3:1][C@H:2]1[CH2:3][CH2:4][CH:5]=[C:6]1[OH:7],76.26645
[CH2:1]1[CH:2]=[CH:3][C@@H:4]([OH:5])[C@H:6]1[CH3:7]>>[CH2:1]=[C:2]=[CH:3][C@@H:4]([OH:5])[CH2:6][CH3:7],130.04901
[CH3:1][C@@H:2]1[C@H:5]([OH:6])[CH:4]=[CH:3][CH2:7]1>>[CH3:1][C@@H:2]1[CH:3]=[CH:4][C@H:5]([OH:6])[CH2:7]1,64.52409
[CH3:1][C@@H:7]1[C@H:3]([OH:2])[CH:4]=[CH:5][CH2:6]1>>[CH4:1].[OH:2][CH:3]1[CH:4]=[CH:5][CH:6]=[CH:7]1,107.05446
[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C@H:6]1[OH:7]>>[CH2:1]=[CH:2]/[CH:3]=[CH:4]\[CH:5]=[CH:6]/[OH:7].[H:8][H:9],102.78022
[CH:1]1=[CH:2][C@@H:3]([OH:4])[C@@H:5]([CH3:6])[CH2:7]1>>[CH2:1]=[CH:2][C@@H:3]([OH:4])[C:5](=[CH2:6])[CH3:7],119.30932
[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C@H:6]1[OH:7]>>[CH3:1][CH2:2]/[CH:3]=[CH:4]\[CH:5]=[CH:6]\[OH:7],76.37133
[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][C@@H:6]1[CH3:7]>>[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5]1.[CH:6][CH3:7],148.06285
[CH3:1][C@H:2]1[CH2:3][CH:6]=[CH:5][C@H:4]1[OH:7]>>[CH3:1][C@H:2]1[CH2:3][C@H:4]1/[CH:5]=[CH:6]/[OH:7],76.49322
[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C@H:6]1[OH:7]>>[CH3:1][C@H:2]1[CH2:3][C:4][CH2:5][C@H:6]1[OH:7],71.77924
[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C@H:6]1[OH:7]>>[CH3:1][C@H:2]1[CH2:3][CH:4]=[CH:5][C:6]1=[O:7].[H:8][H:9],81.02801
[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][CH:6]=[O:7]>>[CH3:1][CH2:2][C:3](=[O:4])[CH2:5][CH:6]=[O:7].[H:8][H:9],85.17005
[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][CH:6]=[O:7]>>[CH3:1][CH2:2][C:3](=[O:4])[CH2:5][CH2:6][OH:7],53.11528000000001
[CH2:1]([C@H:2]([OH:3])[CH2:4][CH3:5])[CH:6]=[O:7]>>[CH2:1]=[C:2]([OH:3])[CH2:4][CH3:5].[C-:6]#[O+:7].[H:8][H:9],73.09365
[CH:1](=[O:2])[CH2:3][C@H:4]([OH:5])[CH2:6][CH3:7]>>[CH-:1]=[O+:2][CH2:3][C@H:4]([OH:5])[CH2:6][CH3:7],113.23545
[CH3:1][CH2:2][C@H:3]([CH2:4][CH:5]=[O:6])[OH:7]>>[CH3:1][CH2:2][C@@H:3]1[CH2:4][C@@H:5]([OH:6])[O:7]1,51.12932
[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][CH:6]=[O:7]>>[CH3:1][CH2:2][C@@H:3]([OH:4])/[CH:5]=[CH:6]\[OH:7],70.90760999999998
[CH3:1][CH2:2][C@H:3]([CH2:4][CH:5]=[O:6])[OH:7]>>[CH3:1][CH2:2][C:3][CH2:4][CH:5]=[O:6].[OH2:7],78.75903000000002
[CH:1](=[O:2])[CH2:5][C@@H:6]([CH2:4][CH3:3])[OH:7]>>[CH2:1]=[O:2].[CH3:3][CH2:4][CH2:5][CH:6]=[O:7],104.43475
[CH:1](=[O:3])[CH2:5][C@@H:6]([CH2:2][CH3:4])[OH:7]>>[CH2:1]=[CH2:2].[O:3]=[CH:4][CH2:5][CH:6]=[O:7].[H:8][H:9],88.05591
[CH3:1][CH2:4][C@@H:3]([OH:2])[CH2:5][CH:6]=[O:7]>>[CH4:1].[O:2]=[CH:3][CH2:4][CH2:5][CH:6]=[O:7],102.47984
[CH3:1][CH2:2][C@H:3]([CH2:4][CH:5]=[O:6])[OH:7]>>[CH3:1]/[CH:2]=[CH:3]/[CH2:4][CH:5]=[O:6].[OH2:7],69.20997
[CH3:1][CH2:2][C@H:3]([CH2:4][CH:6]=[O:7])[OH:5]>>[CH3:1][CH2:2][C@@H:3]1[CH2:4][O:5]1.[CH:6][OH:7],117.02371
[CH2:1]([C@@H:2]([CH2:3][CH3:4])[OH:7])[CH:6]=[O:5]>>[CH2:1]=[CH:2][CH2:3][CH3:4].[O:5]=[CH:6][OH:7],61.73392
[CH2:1]([CH:2]=[O:3])[C@@H:6]([CH2:5][CH3:4])[OH:7]>>[CH2:1]=[CH:2][OH:3].[CH3:4][CH2:5][CH:6]=[O:7],36.95663
[CH3:1][CH2:2][C@H:6]([CH2:3][CH:4]=[O:5])[OH:7]>>[CH3:1][CH2:2][CH:3]([CH:4]=[O:5])[CH:6]=[O:7].[H:8][H:9],108.72489
[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][CH:6]=[O:7]>>[CH3:1][CH2:2][C@H:3]1[O:4][C@@H:5]1[CH2:6][OH:7],75.37904
[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][CH:6]=[O:7]>>[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][C:6][OH:7],80.83839
[CH3:1][CH2:2][C@@H:3]([OH:4])[CH2:5][CH:6]=[O:7]>>[CH3:1]/[CH:2]=[CH:3]\[OH:4].[CH2:5]=[CH:6][OH:7],58.87556
[CH2:1]1[C:2]([CH3:3])([CH2:5][O:6][CH3:7])[CH2:4]1>>[CH2:1]=[C:2]([CH3:3])[CH2:4][CH2:5][O:6][CH3:7],77.2322
[CH3:1][C:2]1([CH2:5][O:6][CH3:7])[CH2:3][CH2:4]1>>[CH3:1][CH:2]1[CH2:3][CH2:4]1.[CH-:5]=[O+:6][CH3:7],82.58202
[CH2:1]1[CH2:2][C:4]1([CH3:3])[CH2:5][O:6][CH3:7]>>[CH3:1][CH2:2][CH2:3][C:4][CH2:5][O:6][CH3:7],99.86343
[CH2:1]1[CH2:2][C:4]1([CH3:3])[CH2:5][O:6][CH3:7]>>[CH3:1][C:2][CH2:3][CH2:4][CH2:5][O:6][CH3:7],96.59162
[CH3:1][O:5][CH2:4][C:3]1([CH3:2])[CH2:6][CH2:7]1>>[CH3:1][CH2:2][C:3]1([CH2:4][OH:5])[CH2:6][CH2:7]1,107.57256
[C@H:1]12[C@H:2]([OH:3])[C@H:4]([O:5]1)[C@H:6]2[OH:7]>>[CH:1][C@H:2]([OH:3])[C@H:4]1[O:5][C@@H:6]1[OH:7],72.1415
[OH:1][C@H:2]1[C@H:3]2[O:4][C@@H:5]1[C@H:6]2[OH:7]>>[O:1]=[CH:2][C@@H:3]1[O:4][CH2:5][C@@H:6]1[OH:7],44.47053
